# q/kF, int w**0 * S(q; w) dw
1.000000000000000021e-02,6.119802755939241018e-13
2.000000000000000042e-02,7.147560812356063661e-13
2.999999999999999889e-02,3.301334166054895530e-12
4.000000000000000083e-02,1.257465023405200392e-11
5.000000000000000278e-02,3.747786189586416105e-11
6.000000000000000472e-02,9.280315273061144019e-11
6.999999999999999278e-02,2.007446772440115872e-10
8.000000000000000167e-02,3.927971311028510249e-10
8.999999999999999667e-02,7.146580863043371028e-10
9.999999999999999167e-02,1.486011457844776168e-09
1.099999999999999867e-01,1.955526283830611111e-09
1.199999999999999956e-01,3.033324074587196841e-09
1.300000000000000044e-01,4.554130027380698054e-09
1.400000000000000133e-01,6.669221078521674085e-09
1.500000000000000222e-01,9.452383056799531885e-09
1.600000000000000033e-01,1.313527199883750403e-08
1.700000000000000122e-01,1.793329877868208833e-08
1.800000000000000211e-01,2.418428326080447947e-08
1.900000000000000022e-01,3.182107680744839301e-08
2.000000000000000111e-01,4.152219410360504850e-08
2.100000000000000200e-01,5.354491224942475877e-08
2.199999999999999734e-01,6.822590844131536428e-08
2.300000000000000100e-01,8.643504154028791551e-08
2.400000000000000189e-01,1.077590031791468098e-07
2.500000000000000000e-01,1.337391925341863167e-07
2.600000000000000089e-01,1.646524128947571624e-07
2.700000000000000178e-01,2.013586885301255258e-07
2.800000000000000266e-01,2.446308214140292293e-07
2.900000000000000355e-01,2.954809319129119259e-07
2.999999999999999889e-01,3.548642838698737346e-07
3.099999999999999978e-01,4.244410029897897520e-07
3.200000000000000067e-01,5.042097421903840522e-07
3.300000000000000155e-01,5.969754936176330245e-07
3.400000000000000244e-01,7.036252545083112982e-07
3.500000000000000333e-01,8.261418936815560043e-07
3.600000000000000422e-01,9.668998297161738984e-07
3.699999999999999956e-01,1.126529813555808382e-06
3.800000000000000044e-01,1.308913326066330443e-06
3.900000000000000133e-01,1.516056019870231905e-06
4.000000000000000222e-01,1.751381883965068370e-06
4.100000000000000311e-01,2.016348891555657928e-06
4.200000000000000400e-01,2.315953543154222330e-06
4.299999999999999933e-01,2.653476444957039848e-06
4.399999999999999467e-01,3.033170886417428086e-06
4.500000000000000111e-01,3.462999677512808695e-06
4.600000000000000200e-01,3.936369531307399085e-06
4.699999999999999734e-01,4.470203459679420314e-06
4.800000000000000377e-01,5.066628357202140353e-06
4.900000000000000466e-01,5.732247568584489699e-06
5.000000000000000000e-01,6.473374670595591590e-06
5.100000000000000089e-01,7.298458832735606861e-06
5.200000000000000178e-01,8.214870404730734168e-06
5.300000000000000266e-01,9.232421975995968967e-06
5.400000000000000355e-01,1.036057938802949087e-05
5.500000000000000444e-01,1.160985661803561305e-05
5.600000000000000533e-01,1.299205945231056586e-05
5.700000000000000622e-01,1.452016581069407804e-05
5.800000000000000711e-01,1.624583190977114386e-05
5.899999999999999689e-01,1.806954096328633187e-05
5.999999999999999778e-01,2.012203885413310140e-05
6.099999999999999867e-01,2.238336937538919495e-05
6.199999999999999956e-01,2.487301290348556886e-05
6.300000000000000044e-01,2.761280775857959046e-05
6.400000000000000133e-01,3.062106047420426133e-05
6.500000000000000222e-01,3.392671694180915648e-05
6.600000000000000311e-01,4.022519507815147660e-05
6.700000000000000400e-01,4.153936002633842309e-05
6.800000000000000488e-01,4.590544577193348731e-05
6.900000000000000577e-01,5.069260726797461644e-05
7.000000000000000666e-01,5.593490211854751685e-05
7.100000000000000755e-01,6.167837905522292094e-05
7.199999999999999734e-01,6.795855472817030217e-05
7.299999999999999822e-01,7.483484321667028399e-05
