# q/kF, int w**1 * S(q; w) dw
1.000000000000000021e-02,1.039830628959744766e-15
2.000000000000000042e-02,5.879075763786054933e-16
2.999999999999999889e-02,7.813827413771016514e-16
4.000000000000000083e-02,9.647397622260810838e-16
5.000000000000000278e-02,1.334684837635699599e-15
6.000000000000000472e-02,2.292052475862826267e-15
6.999999999999999278e-02,4.558479413432003244e-15
8.000000000000000167e-02,9.713850412975542104e-15
8.999999999999999667e-02,2.572438183265214542e-14
9.999999999999999167e-02,5.133302845366455081e-13
1.099999999999999867e-01,5.670420898597742337e-14
1.199999999999999956e-01,8.564597936244248801e-14
1.300000000000000044e-01,1.387057392887933064e-13
1.400000000000000133e-01,2.661436146607849151e-13
1.500000000000000222e-01,3.461279030246655883e-13
1.600000000000000033e-01,4.826030375850773435e-13
1.700000000000000122e-01,7.075891076933247580e-13
1.800000000000000211e-01,1.201802766068164305e-12
1.900000000000000022e-01,1.392728821783420131e-12
2.000000000000000111e-01,1.929445455786895609e-12
2.100000000000000200e-01,2.659892768824125633e-12
2.199999999999999734e-01,3.484888088876580216e-12
2.300000000000000100e-01,5.141441746387306196e-12
2.400000000000000189e-01,6.051088513021953155e-12
2.500000000000000000e-01,7.900869254394446289e-12
2.600000000000000089e-01,1.010417066446042384e-11
2.700000000000000178e-01,1.290842666621919291e-11
2.800000000000000266e-01,1.630544713734450188e-11
2.900000000000000355e-01,2.053972509923519778e-11
2.999999999999999889e-01,2.556434860551046057e-11
3.099999999999999978e-01,3.245963921218304761e-11
3.200000000000000067e-01,3.911127563707495320e-11
3.300000000000000155e-01,4.814705840976343058e-11
3.400000000000000244e-01,5.859910582734262711e-11
3.500000000000000333e-01,7.114172445607525836e-11
3.600000000000000422e-01,8.685679432441756911e-11
3.699999999999999956e-01,1.036222259240310012e-10
3.800000000000000044e-01,1.242408939762484276e-10
3.900000000000000133e-01,1.485382788546443138e-10
4.000000000000000222e-01,1.776533821717279192e-10
4.100000000000000311e-01,2.097105224715391902e-10
4.200000000000000400e-01,2.479824794041764182e-10
4.299999999999999933e-01,2.924080473642235907e-10
4.399999999999999467e-01,3.440787672938677855e-10
4.500000000000000111e-01,4.097640129248216370e-10
4.600000000000000200e-01,4.713472291978326021e-10
4.699999999999999734e-01,5.494981538090676085e-10
4.800000000000000377e-01,6.392300083986559001e-10
4.900000000000000466e-01,7.419935684982952873e-10
5.000000000000000000e-01,8.592817635982627928e-10
5.100000000000000089e-01,9.931260068833863925e-10
5.200000000000000178e-01,1.145362279852262529e-09
5.300000000000000266e-01,1.318458153590803286e-09
5.400000000000000355e-01,1.514864150213582334e-09
5.500000000000000444e-01,1.737353401008825185e-09
5.600000000000000533e-01,1.989110581837331166e-09
5.700000000000000622e-01,2.273946976366056375e-09
5.800000000000000711e-01,2.656781234913261657e-09
5.899999999999999689e-01,2.956422517633037224e-09
5.999999999999999778e-01,3.363367777409335848e-09
6.099999999999999867e-01,3.821268340895075212e-09
6.199999999999999956e-01,4.335942700765296598e-09
6.300000000000000044e-01,4.915425565610473608e-09
6.400000000000000133e-01,5.559876516959029961e-09
6.500000000000000222e-01,6.284169799152132181e-09
6.600000000000000311e-01,1.134021083414043585e-08
6.700000000000000400e-01,8.001009956641754752e-09
