# q/kF, wc(q)/wp(0), Re eps(wc(q))
1.000000000000000021e-02,1.000019997185295662e+00,-3.245636586157729123e-07
1.059529764882441265e-02,1.000022423136882832e+00,-5.627345323055976678e-08
1.119059529764882509e-02,1.000024883461767544e+00,4.683196178634219109e-07
1.178589294647323753e-02,1.000027653100180380e+00,-2.132586858216712054e-07
1.238119059529764823e-02,1.000030488426551623e+00,-1.584922957320600290e-07
1.297648824412206067e-02,1.000033347436481090e+00,-1.641741209645886366e-07
1.357178589294647311e-02,1.000036563115851651e+00,-2.026040721858635681e-07
1.416708354177088555e-02,1.000039882672989267e+00,7.497105725118302644e-08
1.476238119059529799e-02,1.000043307636384826e+00,-1.127961046787362420e-07
1.535767883941971043e-02,1.000046851754362365e+00,8.239052218250718107e-09
1.595297648824412287e-02,1.000050548632687608e+00,-3.949234050892869163e-08
1.654827413706853531e-02,1.000054459372371696e+00,1.091558063937014954e-07
1.714357178589294775e-02,1.000058393039691573e+00,-2.842830348903646278e-08
1.773886943471736019e-02,1.000062548209332158e+00,9.391886934828619360e-09
1.833416708354176916e-02,1.000066804975110024e+00,3.036682394430556542e-08
1.892946473236618160e-02,1.000071201526021136e+00,1.473916944050301936e-08
1.952476238119059404e-02,1.000075747028979389e+00,3.378927448949298196e-08
2.012006003001500648e-02,1.000080443777276562e+00,1.577684427545022820e-09
2.071535767883941892e-02,1.000085284135374897e+00,3.041895535460526596e-08
2.131065532766383136e-02,1.000090248247363478e+00,-1.960145046275840741e-08
2.190595297648824380e-02,1.000095365902179623e+00,1.188416132169578697e-08
2.250125062531265624e-02,1.000100623354189810e+00,2.659887421430084942e-09
2.309654827413706868e-02,1.000106017550458803e+00,-8.523959538209169295e-09
2.369184592296148112e-02,1.000111556894805354e+00,3.686329907992558219e-09
2.428714357178589356e-02,1.000117235279312844e+00,1.353675616044824892e-09
2.488244122061030600e-02,1.000123057289086459e+00,-3.662288916572721395e-09
2.547773886943471844e-02,1.000129018343830722e+00,-3.543787929771724521e-09
2.607303651825913088e-02,1.000135123028822015e+00,6.193012769273309459e-11
2.666833416708354332e-02,1.000141367527637826e+00,-1.097401725047575589e-09
2.726363181590795576e-02,1.000147754898121466e+00,-3.798723779979696619e-09
2.785892946473236820e-02,1.000154279032461346e+00,2.362316453563551022e-09
2.845422711355678064e-02,1.000160949862987092e+00,-1.190348930535378713e-09
2.904952476238119308e-02,1.000167762045830022e+00,3.469180720472308249e-09
2.964482241120560552e-02,1.000174713292363515e+00,2.568753432186099003e-09
3.024012006003001796e-02,1.000181805133140367e+00,2.855530034651110327e-09
3.083541770885443040e-02,1.000189039098815069e+00,1.604476218552975256e-09
3.143071535767884284e-02,1.000196412900907550e+00,-1.271962757343203521e-09
3.202601300650325528e-02,1.000203931889462661e+00,4.101897710384604662e-09
3.262131065532766772e-02,1.000211589956861769e+00,-2.923827402412371157e-09
3.321660830415208016e-02,1.000219390925602747e+00,7.202933804961728789e-10
3.381190595297649260e-02,1.000227334035137527e+00,1.507953428792063939e-09
3.440720360180089810e-02,1.000235416997200311e+00,1.676070393585859816e-10
3.500250125062531054e-02,1.000243642106810382e+00,1.109963898571208822e-09
3.559779889944972298e-02,1.000252010513287049e+00,-8.661671380139068788e-11
3.619309654827413542e-02,1.000260518400726939e+00,-1.787150427645655978e-10
3.678839419709854786e-02,1.000269169210228126e+00,-4.996247859878622613e-11
3.738369184592296030e-02,1.000277962181568947e+00,2.074829974496594787e-09
3.797898949474737273e-02,1.000286896554560823e+00,2.484600636343259339e-09
3.857428714357178517e-02,1.000295971569049591e+00,8.944955887102423731e-12
3.916958479239619761e-02,1.000305189520629190e+00,-3.185969266183974469e-10
3.976488244122061005e-02,1.000314549649293117e+00,-5.736606745188054322e-10
4.036018009004502249e-02,1.000324051959010863e+00,-4.984452850465004303e-10
4.095547773886943493e-02,1.000333695689861857e+00,-3.466200659829610231e-10
4.155077538769384737e-02,1.000343481609871965e+00,-3.748668042646840542e-10
4.214607303651825981e-02,1.000353409723192755e+00,-6.716043277066319206e-10
4.274137068534267225e-02,1.000363480034035524e+00,-2.375966090539805332e-11
4.333666833416708469e-02,1.000373692546673077e+00,-1.079281108928853557e-10
4.393196598299149713e-02,1.000384047265437726e+00,5.577931450062579767e-10
4.452726363181590957e-02,1.000394543812724413e+00,-3.511724244731340150e-11
4.512256128064032201e-02,1.000405182956980443e+00,3.235400836132384939e-10
4.571785892946473445e-02,1.000415964320725992e+00,1.663195137169282134e-10
4.631315657828914689e-02,1.000426887908536289e+00,-5.151516990764547575e-10
4.690845422711355933e-02,1.000437953725047846e+00,-1.134588423212790283e-09
4.750375187593797177e-02,1.000449162538994852e+00,2.834098511428351230e-10
4.809904952476238421e-02,1.000460513591114431e+00,-1.392543858003136847e-10
4.869434717358679665e-02,1.000472006886225174e+00,-1.645772407243839229e-11
4.928964482241120909e-02,1.000483643193269545e+00,4.327037617102291216e-10
4.988494247123562153e-02,1.000495421753141656e+00,-1.323703369138229391e-10
5.048024012006003397e-02,1.000507343334923860e+00,4.541772513633191528e-10
5.107553776888444641e-02,1.000519407179614406e+00,2.967732726233407448e-10
5.167083541770885885e-02,1.000531614056435536e+00,5.320374141248862543e-10
5.226613306653327129e-02,1.000543963206489195e+00,-4.173039691579560895e-10
5.286143071535768373e-02,1.000556455781197895e+00,9.365219710844026610e-11
