# q/kF, int w**0 * S(q; w) dw
1.000000000000000194e-02,1.690503331601091177e-07
2.000000000000000389e-02,2.335645317385448364e-06
2.999999999999999889e-02,9.921716809579204206e-06
4.000000000000000777e-02,2.604756035232290551e-05
5.000000000000000278e-02,5.527797909901484221e-05
6.000000000000000472e-02,1.099218785706508757e-04
6.999999999999999278e-02,2.282370348262056437e-04
8.000000000000001554e-02,5.394030336625489164e-04
8.999999999999999667e-02,1.392143407305426565e-03
9.999999999999997780e-02,2.177317699031521697e-03
1.100000000000000006e-01,1.738166329415430237e-03
1.199999999999999956e-01,1.519311791383767081e-03
1.300000000000000044e-01,1.775752727146552622e-03
1.400000000000000133e-01,2.490958266332706037e-03
1.500000000000000222e-01,3.176756432635914704e-03
1.600000000000000311e-01,3.332937871612752685e-03
1.700000000000000122e-01,3.571171931429696546e-03
1.800000000000000211e-01,4.156265797446832659e-03
1.900000000000000022e-01,4.716077234360971544e-03
2.000000000000000111e-01,5.130350147009359214e-03
2.100000000000000200e-01,5.663153282966309002e-03
2.200000000000000011e-01,6.257364057366840079e-03
2.300000000000000377e-01,6.820292379533079812e-03
2.400000000000000189e-01,7.433839323465130794e-03
2.500000000000000000e-01,8.077905144793241440e-03
2.600000000000000089e-01,8.738732267467207160e-03
2.700000000000000178e-01,9.433903417333126817e-03
2.800000000000000266e-01,1.015325743949105006e-02
2.900000000000000355e-01,1.090097661701869280e-02
2.999999999999999889e-01,1.167620807504797520e-02
3.099999999999999978e-01,1.247909025296394317e-02
3.200000000000000622e-01,1.330995675382824761e-02
3.300000000000000155e-01,1.416883586366226265e-02
3.400000000000000244e-01,1.505595854750875484e-02
3.500000000000000888e-01,1.597147119680783836e-02
3.600000000000000422e-01,1.691555895660757855e-02
3.699999999999999956e-01,1.788840639125771279e-02
3.800000000000000044e-01,1.889020388255928037e-02
3.900000000000000133e-01,1.992115089440884071e-02
4.000000000000000222e-01,2.098145235657255733e-02
4.100000000000000311e-01,2.207132108196246251e-02
4.200000000000000400e-01,2.319097734281245354e-02
4.299999999999999378e-01,2.434064816397336906e-02
4.400000000000000022e-01,2.552056945856590736e-02
4.500000000000000111e-01,2.673098394225170010e-02
4.600000000000000755e-01,2.797214286402117597e-02
4.700000000000000289e-01,2.924430588110166207e-02
4.800000000000000377e-01,3.054774126730121567e-02
4.899999999999999911e-01,3.188272584956104716e-02
5.000000000000000000e-01,3.324954564096969933e-02
5.100000000000000089e-01,3.464849561898370595e-02
5.200000000000000178e-01,3.607988028174198558e-02
5.300000000000000266e-01,3.754401376349365133e-02
5.400000000000000355e-01,3.904122148104979123e-02
5.500000000000000444e-01,4.057183789865329709e-02
5.600000000000000533e-01,4.213620787800616274e-02
5.700000000000000622e-01,4.373468956180734390e-02
5.800000000000000711e-01,4.536764956153220563e-02
5.899999999999999689e-01,4.703546767318880772e-02
5.999999999999999778e-01,4.873853750991497674e-02
6.099999999999998757e-01,5.047726106163770432e-02
6.199999999999999956e-01,5.225205613299157420e-02
6.300000000000000044e-01,5.406335380410913494e-02
6.400000000000001243e-01,5.591159995093757107e-02
6.500000000000000222e-01,5.779725169637481286e-02
6.600000000000000311e-01,5.972078276175414591e-02
6.700000000000001510e-01,6.168268212888110974e-02
6.800000000000000488e-01,6.368345455453043591e-02
6.900000000000000577e-01,6.572362112402155288e-02
7.000000000000001776e-01,6.780372211411989092e-02
7.100000000000000755e-01,6.992431425654259403e-02
7.199999999999999734e-01,7.208597013507993256e-02
7.299999999999999822e-01,7.428928227454908995e-02
7.399999999999999911e-01,7.653486370055503918e-02
7.500000000000000000e-01,7.882335966504039337e-02
7.600000000000000089e-01,8.115541458885411341e-02
7.700000000000000178e-01,8.353170696180904631e-02
7.800000000000000266e-01,8.595295168841789180e-02
7.900000000000000355e-01,8.841985605132972326e-02
8.000000000000000444e-01,9.093319375269681704e-02
8.100000000000000533e-01,9.349372023964246103e-02
8.200000000000000622e-01,9.610226626564098706e-02
8.300000000000000711e-01,9.875963888855282535e-02
8.400000000000000799e-01,1.014667359302511424e-01
8.499999999999999778e-01,1.042244279595021250e-01
8.599999999999998757e-01,1.070336503235040926e-01
8.699999999999999956e-01,1.098953884117970514e-01
8.800000000000000044e-01,1.128106174686603624e-01
8.900000000000001243e-01,1.157803776652026329e-01
9.000000000000000222e-01,1.188057783185687694e-01
9.100000000000000311e-01,1.218879206473039156e-01
9.200000000000001510e-01,1.250279651110026424e-01
9.300000000000000488e-01,1.282271249738990981e-01
9.400000000000000577e-01,1.314866611237550109e-01
9.500000000000001776e-01,1.348078984087276166e-01
9.600000000000000755e-01,1.381922103804733570e-01
9.699999999999999734e-01,1.416410053160684357e-01
9.799999999999999822e-01,1.451557677217963360e-01
9.899999999999999911e-01,1.487380466677818980e-01
1.000000000000000000e+00,1.523894574193044305e-01
1.010000000000000009e+00,1.561116861503769326e-01
1.020000000000000018e+00,1.599064942158938407e-01
1.030000000000000027e+00,1.637757222158819914e-01
1.040000000000000036e+00,1.677212934891282869e-01
1.050000000000000044e+00,1.717452217491753086e-01
1.060000000000000053e+00,1.758496401783389007e-01
1.070000000000000062e+00,1.800367867481114659e-01
1.080000000000000071e+00,1.843089368495562375e-01
1.090000000000000080e+00,1.886685229020399757e-01
1.100000000000000089e+00,1.931180920564072034e-01
1.110000000000000098e+00,1.976603255628804068e-01
1.120000000000000107e+00,2.022981316943002761e-01
1.130000000000000115e+00,2.070345261588982244e-01
1.140000000000000124e+00,2.118725092195631321e-01
1.150000000000000355e+00,2.168153740693726239e-01
1.160000000000000142e+00,2.218668124970105404e-01
1.169999999999999929e+00,2.270304833789617560e-01
1.179999999999999938e+00,2.323100795216141989e-01
