# kF r, W(r)
1.000000000000000056e-01,4.502841063469434246e+00
1.098196392785571185e-01,3.961034032907913893e+00
1.196392785571142314e-01,3.705665430120700155e+00
1.294589178356713444e-01,3.357558022753842852e+00
1.392785571142284573e-01,3.073489967953834334e+00
1.490981963927855702e-01,2.906461589524805156e+00
1.589178356713427109e-01,2.650423429128785813e+00
1.687374749498998239e-01,2.498977039288025725e+00
1.785571142284569368e-01,2.356545572047567649e+00
1.883767535070140497e-01,2.178986869061831477e+00
1.981963927855711627e-01,2.088640913858938575e+00
2.080160320641282756e-01,1.958663919720167845e+00
2.178356713426853886e-01,1.844855139454825821e+00
2.276553106212425015e-01,1.775151942679535466e+00
2.374749498997996144e-01,1.663109344840281834e+00
2.472945891783567274e-01,1.593509248486327579e+00
2.571142284569138403e-01,1.526405105090210768e+00
2.669338677354709533e-01,1.439240677611544728e+00
2.767535070140280662e-01,1.393485562823167934e+00
2.865731462925851791e-01,1.326200356805306457e+00
2.963927855711422921e-01,1.265277993263246747e+00
3.062124248496994050e-01,1.227324751463703345e+00
3.160320641282565179e-01,1.164846816064879942e+00
3.258517034068136309e-01,1.125037540184377738e+00
3.356713426853707993e-01,1.086244237691604386e+00
3.454909819639279123e-01,1.034656572287345089e+00
3.553106212424850252e-01,1.007138835761153706e+00
3.651302605210421381e-01,9.661958646395747419e-01
3.749498997995992511e-01,9.283616951189900268e-01
3.847695390781563640e-01,9.046127579526054285e-01
3.945891783567134770e-01,8.649103928979654521e-01
4.044088176352705899e-01,8.392206223497529205e-01
4.142284569138277028e-01,8.140678832909725715e-01
4.240480961923848158e-01,7.800686091123195665e-01
4.338677354709419287e-01,7.617793790770054363e-01
4.436873747494990416e-01,7.343563702754007938e-01
4.535070140280561546e-01,7.086535504156940002e-01
4.633266533066132675e-01,6.924830236089857260e-01
4.731462925851703805e-01,6.651191475236134520e-01
4.829659318637274934e-01,6.472385747466680161e-01
4.927855711422846063e-01,6.297029168824741507e-01
5.026052104208417193e-01,6.056864748185041281e-01
5.124248496993988322e-01,5.927234532748798523e-01
5.222444889779559452e-01,5.731635161472343754e-01
5.320641282565130581e-01,5.546319373645350881e-01
5.418837675350701710e-01,5.429909770098889643e-01
5.517034068136272840e-01,5.230683030081022533e-01
5.615230460921843969e-01,5.099715037956964458e-01
5.713426853707415098e-01,4.971297944335894559e-01
5.811623246492986228e-01,4.793328598620605341e-01
5.909819639278557357e-01,4.697331998972760214e-01
6.008016032064128487e-01,4.551571766066868641e-01
6.106212424849699616e-01,4.412267535699960774e-01
6.204408817635270745e-01,4.325178651848785583e-01
6.302605210420841875e-01,4.174361318257948650e-01
