# q/kF, int w**0 * S(q; w) dw
1.000000000000000021e-02,7.433824300732981767e-12
2.000000000000000042e-02,2.354895212631519059e-10
2.999999999999999889e-02,1.788210788593962504e-09
4.000000000000000083e-02,7.544119264358654749e-09
5.000000000000000278e-02,2.306102542315977534e-08
6.000000000000000472e-02,5.751247720658458830e-08
6.999999999999999278e-02,1.246413740968523058e-07
8.000000000000000167e-02,2.442685302182060807e-07
8.999999999999999667e-02,4.407175712539679218e-07
9.999999999999999167e-02,7.491368953277775667e-07
1.100000000000000006e-01,1.211663578406794343e-06
1.199999999999999956e-01,1.880767519389763348e-06
1.300000000000000044e-01,2.821679754903965055e-06
1.400000000000000133e-01,4.108009164473328881e-06
1.500000000000000222e-01,5.834377619865099963e-06
1.600000000000000033e-01,8.106902264570851926e-06
1.700000000000000122e-01,1.105109983129421676e-05
1.800000000000000211e-01,1.481112284722145246e-05
1.900000000000000300e-01,1.955529093860906555e-05
2.000000000000000111e-01,2.547329521034343618e-05
2.100000000000000200e-01,3.278248674355552808e-05
2.200000000000000011e-01,4.173333010831602993e-05
2.300000000000000100e-01,5.259710924563322862e-05
2.400000000000000189e-01,6.570672304348276348e-05
2.500000000000000000e-01,8.138293806133931421e-05
2.600000000000000089e-01,1.004139610848987741e-04
2.700000000000000178e-01,1.221471727845777370e-04
2.800000000000000266e-01,1.481631417292403612e-04
2.900000000000000355e-01,1.786574743597987088e-04
2.999999999999999889e-01,2.142375673189887318e-04
3.099999999999999978e-01,2.556381088095236549e-04
3.200000000000000067e-01,3.034623968909735937e-04
3.300000000000000155e-01,3.587166725059043977e-04
3.400000000000000244e-01,4.222598990447099594e-04
3.500000000000000333e-01,4.951276957276703984e-04
3.600000000000000422e-01,5.784586395853822793e-04
3.699999999999999400e-01,6.734982275526463441e-04
3.800000000000000600e-01,7.816394860246743794e-04
3.900000000000000133e-01,9.043993064144329559e-04
4.000000000000000222e-01,1.043484729798721793e-03
4.100000000000000311e-01,1.200725628073389230e-03
4.200000000000000400e-01,1.378162210169921881e-03
4.299999999999999933e-01,1.578026451946211743e-03
4.400000000000000022e-01,1.802871608381820777e-03
4.500000000000000111e-01,2.055327990295367432e-03
4.600000000000000200e-01,2.338440471291001240e-03
4.700000000000000289e-01,2.655422037480128106e-03
4.800000000000000377e-01,3.010029434043699423e-03
4.899999999999999911e-01,3.406171004963036864e-03
5.000000000000000000e-01,3.848210106858497657e-03
5.100000000000000089e-01,4.340944631764139493e-03
5.200000000000000178e-01,4.889747137379962284e-03
5.300000000000000266e-01,5.500503685354385559e-03
5.400000000000000355e-01,6.179402058396983935e-03
5.500000000000000444e-01,6.933725643754161047e-03
5.600000000000000533e-01,7.771085323938276002e-03
5.700000000000000622e-01,8.700312239162021760e-03
5.800000000000000711e-01,9.730477679146379288e-03
5.899999999999999689e-01,1.087211280824086981e-02
5.999999999999999778e-01,1.213717046885223749e-02
6.099999999999999867e-01,1.353801506049517010e-02
6.199999999999999956e-01,1.508870538668528188e-02
6.300000000000000044e-01,1.680482904620596296e-02
6.400000000000000133e-01,1.870417880077862235e-02
6.500000000000000222e-01,2.080605576644057458e-02
6.600000000000000311e-01,2.313142372349008546e-02
6.700000000000000400e-01,2.570363686450797755e-02
6.800000000000000488e-01,2.855260818468798728e-02
6.900000000000000577e-01,3.170510191145917839e-02
7.000000000000000666e-01,3.519855746449977729e-02
7.100000000000000755e-01,3.906774058506851804e-02
7.199999999999999734e-01,4.336384565476303354e-02
7.299999999999999822e-01,4.813195031191365436e-02
7.399999999999998801e-01,5.343153225217452812e-02
7.500000000000000000e-01,5.933517779771432105e-02
7.600000000000001199e-01,6.592638702890271651e-02
7.700000000000000178e-01,7.330109925369658608e-02
7.800000000000000266e-01,8.158097186312000815e-02
7.900000000000000355e-01,9.091836236323133646e-02
8.000000000000000444e-01,1.015094418466877257e-01
8.100000000000000533e-01,1.136156154742914981e-01
8.200000000000000622e-01,1.276076814628683276e-01
8.300000000000000711e-01,1.441230832384139127e-01
8.400000000000000799e-01,1.641462593622327604e-01
8.499999999999999778e-01,1.897501103441259218e-01
8.599999999999999867e-01,2.272360446340681295e-01
8.699999999999999956e-01,4.020674716577697927e-01
8.800000000000000044e-01,3.632307054379650402e-01
8.900000000000000133e-01,3.709225436563850509e-01
9.000000000000000222e-01,3.780911491641620881e-01
9.100000000000000311e-01,3.854862145233836079e-01
9.200000000000000400e-01,3.928031148641129011e-01
9.300000000000000488e-01,4.002080066022913885e-01
9.400000000000000577e-01,4.076278834661217765e-01
9.500000000000000666e-01,4.150574953338602158e-01
9.600000000000000755e-01,4.225271474519708415e-01
9.699999999999999734e-01,4.300285488491999430e-01
9.799999999999999822e-01,4.375465910289919602e-01
9.899999999999998801e-01,4.450835687904430849e-01
1.000000000000000000e+00,4.526399063959105629e-01
1.010000000000000009e+00,4.602149219734764096e-01
1.020000000000000018e+00,4.678072650187676818e-01
1.030000000000000027e+00,4.754152094644299442e-01
1.040000000000000036e+00,4.830368260294563010e-01
1.050000000000000044e+00,4.906701101177911029e-01
1.060000000000000053e+00,4.983128068135409539e-01
1.070000000000000062e+00,5.059627896165075356e-01
1.080000000000000071e+00,5.136178328109564095e-01
1.090000000000000080e+00,5.212789630392631324e-01
1.100000000000000089e+00,5.289472245346897861e-01
1.110000000000000098e+00,5.366139067062108969e-01
1.120000000000000107e+00,5.442767204659417768e-01
1.130000000000000115e+00,5.519444506844629617e-01
1.140000000000000124e+00,5.596045462221969080e-01
1.150000000000000133e+00,5.672586993139492328e-01
1.160000000000000142e+00,5.749080098450757292e-01
1.169999999999999929e+00,5.825448945419582358e-01
1.179999999999999938e+00,5.901745396069074667e-01
1.189999999999999947e+00,5.977891281527946132e-01
1.199999999999999956e+00,6.053900511268675011e-01
1.209999999999999964e+00,6.129760860458401961e-01
1.219999999999999973e+00,6.205409764919683768e-01
1.229999999999999982e+00,6.280895594038842233e-01
