# kF r, W(r)
1.000000000000000056e-01,6.312113047873931793e-01
1.098196392785571185e-01,5.330765817430734854e-01
1.196392785571142314e-01,4.870474793351785570e-01
1.294589178356713444e-01,4.241823570190953463e-01
1.392785571142284573e-01,3.729859033945527313e-01
1.490981963927855702e-01,3.430941354428134749e-01
1.589178356713427109e-01,2.970431584913699741e-01
1.687374749498998239e-01,2.700328217754017213e-01
1.785571142284569368e-01,2.446851420727538251e-01
1.883767535070140497e-01,2.129738870148754903e-01
1.981963927855711627e-01,1.971422743748238171e-01
2.080160320641282756e-01,1.741274312152076009e-01
2.178356713426853886e-01,1.540742746981242361e-01
2.276553106212425015e-01,1.420619324661795413e-01
2.374749498997996144e-01,1.223727631745634009e-01
2.472945891783567274e-01,1.104212545807548435e-01
2.571142284569138403e-01,9.894402008916761138e-02
2.669338677354709533e-01,8.383954511949888444e-02
2.767535070140280662e-01,7.628372463820952409e-02
2.865731462925851791e-01,6.483266075673678464e-02
2.963927855711422921e-01,5.455740934880697057e-02
3.062124248496994050e-01,4.847691119857554937e-02
3.160320641282565179e-01,3.795555802303764159e-02
3.258517034068136309e-01,3.157357329805769025e-02
3.356713426853707993e-01,2.539373385120661727e-02
3.454909819639279123e-01,1.690469798200073398e-02
3.553106212424850252e-01,1.280868452634575244e-02
3.651302605210421381e-01,6.288027393606441563e-03
3.749498997995992511e-01,3.485422531168638652e-04
3.847695390781563640e-01,-3.014426064823223349e-03
3.945891783567134770e-01,-9.262812472015408138e-03
4.044088176352705899e-01,-1.294861959093723987e-02
4.142284569138277028e-01,-1.652230982397269107e-02
4.240480961923848158e-01,-2.169034539170144535e-02
4.338677354709419287e-01,-2.398825764537292418e-02
4.436873747494990416e-01,-2.793345776489094753e-02
4.535070140280561546e-01,-3.155285471779942230e-02
4.633266533066132675e-01,-3.342642098488249336e-02
4.731462925851703805e-01,-3.732280278207433105e-02
4.829659318637274934e-01,-3.948296244482236983e-02
4.927855711422846063e-01,-4.156877097319709030e-02
5.026052104208417193e-01,-4.482160889803515208e-02
5.124248496993988322e-01,-4.605378595662349556e-02
5.222444889779559452e-01,-4.847479216116543088e-02
5.320641282565130581e-01,-5.069855490596335279e-02
5.418837675350701710e-01,-5.165954698675043893e-02
5.517034068136272840e-01,-5.411670624134459762e-02
5.615230460921843969e-01,-5.532353409539736422e-02
5.713426853707415098e-01,-5.647504788298932099e-02
5.811623246492986228e-01,-5.851890480624211133e-02
5.909819639278557357e-01,-5.906406968767206889e-02
6.008016032064128487e-01,-6.050607036792836346e-02
6.106212424849699616e-01,-6.182305391928340221e-02
6.204408817635270745e-01,-6.218335189324390722e-02
6.302605210420841875e-01,-6.369534738012604114e-02
6.400801603206413004e-01,-6.426663929178043355e-02
6.498997995991984133e-01,-6.479381487737929934e-02
6.597194388777555263e-01,-6.602674996818487518e-02
6.695390781563126392e-01,-6.610477195109275284e-02
6.793587174348697522e-01,-6.688277610951255669e-02
6.891783567134268651e-01,-6.757975826465446867e-02
6.989979959919839780e-01,-6.752656515862281994e-02
7.088176352705410910e-01,-6.838778740085306451e-02
7.186372745490982039e-01,-6.851769642563378115e-02
7.284569138276553169e-01,-6.861097654839982962e-02
