# q/kF, int w**0 * S(q; w) dw
1.000000000000000021e-02,2.447630272224156882e-06
2.000000000000000042e-02,5.568063572322212701e-06
2.999999999999999889e-02,1.659515112389326887e-05
4.000000000000000083e-02,3.346121557834884320e-05
5.000000000000000278e-02,5.597868818054446325e-05
6.000000000000000472e-02,8.994937455091644811e-05
6.999999999999999278e-02,1.540265171666445299e-04
8.000000000000000167e-02,3.085208465828132994e-04
8.999999999999999667e-02,7.737584336272697663e-04
9.999999999999999167e-02,1.813217612343418807e-03
1.099999999999999867e-01,1.695967304352247228e-03
1.199999999999999956e-01,1.292510597754531173e-03
1.300000000000000044e-01,1.405588064188962455e-03
1.400000000000000133e-01,2.041476155170448073e-03
1.500000000000000222e-01,2.718868009465722196e-03
1.600000000000000033e-01,2.734101070050194010e-03
1.700000000000000122e-01,2.917637841032157380e-03
1.800000000000000211e-01,3.509402446311872883e-03
1.900000000000000022e-01,3.927745174553827837e-03
2.000000000000000111e-01,4.222359647471938225e-03
2.100000000000000200e-01,4.733774519483925983e-03
2.199999999999999734e-01,5.203420936303686760e-03
2.300000000000000100e-01,5.657257794044772380e-03
2.400000000000000189e-01,6.192789423615366502e-03
2.500000000000000000e-01,6.711380022502382199e-03
2.600000000000000089e-01,7.269451124712705131e-03
2.700000000000000178e-01,7.846315282614852935e-03
2.800000000000000266e-01,8.445242808278911190e-03
2.900000000000000355e-01,9.068827520649854618e-03
2.999999999999999889e-01,9.714301001211443978e-03
3.099999999999999978e-01,1.038374092873719547e-02
3.200000000000000067e-01,1.107630527094091710e-02
3.300000000000000155e-01,1.179251445353358789e-02
3.400000000000000244e-01,1.253247347684103771e-02
3.500000000000000333e-01,1.329627758628967697e-02
3.600000000000000422e-01,1.408417833038274475e-02
3.699999999999999956e-01,1.489629764180772607e-02
3.800000000000000044e-01,1.573284139385832184e-02
3.900000000000000133e-01,1.659399477119145525e-02
4.000000000000000222e-01,1.747995253095718446e-02
4.100000000000000311e-01,1.839091980328483311e-02
4.200000000000000400e-01,1.932710720625830519e-02
4.299999999999999933e-01,2.028873299619510934e-02
4.399999999999999467e-01,2.127602330797496652e-02
4.500000000000000111e-01,2.228921203166704668e-02
4.600000000000000200e-01,2.332854110184707716e-02
4.699999999999999734e-01,2.439426058173985515e-02
4.800000000000000377e-01,2.548662921009284960e-02
4.900000000000000466e-01,2.660591462662613774e-02
5.000000000000000000e-01,2.775239248929684682e-02
5.100000000000000089e-01,2.892634912628699526e-02
5.200000000000000178e-01,3.012807853061285832e-02
5.300000000000000266e-01,3.135788607912857323e-02
5.400000000000000355e-01,3.261608596935013094e-02
