# q/kF, wp(q)/wp(0)
 (3.963927855711423254e-01+0.000000000000000000e+00j), (9.710285006854295631e-01+0.000000000000000000e+00j)
 (4.022044088176353061e-01+0.000000000000000000e+00j), (9.701622774508880109e-01+0.000000000000000000e+00j)
 (4.080160320641282867e-01+0.000000000000000000e+00j), (9.692828392971359897e-01+0.000000000000000000e+00j)
 (4.138276553106212119e-01+0.000000000000000000e+00j), (9.683901604896381077e-01+0.000000000000000000e+00j)
 (4.196392785571142481e-01+0.000000000000000000e+00j), (9.674842149734376173e-01+0.000000000000000000e+00j)
 (4.254509018036071732e-01+0.000000000000000000e+00j), (9.665649763714515563e-01+0.000000000000000000e+00j)
 (4.312625250501002094e-01+0.000000000000000000e+00j), (9.656324179697566290e-01+0.000000000000000000e+00j)
 (4.370741482965931346e-01+0.000000000000000000e+00j), (9.646865127480118707e-01+0.000000000000000000e+00j)
 (4.428857715430861708e-01+0.000000000000000000e+00j), (9.637272333590229945e-01+0.000000000000000000e+00j)
 (4.486973947895790960e-01+0.000000000000000000e+00j), (9.627545521415645791e-01+0.000000000000000000e+00j)
 (4.545090180360721321e-01+0.000000000000000000e+00j), (9.617684411114362231e-01+0.000000000000000000e+00j)
 (4.603206412825651128e-01+0.000000000000000000e+00j), (9.607688719773787023e-01+0.000000000000000000e+00j)
 (4.661322645290580935e-01+0.000000000000000000e+00j), (9.597558161369805774e-01+0.000000000000000000e+00j)
 (4.719438877755510742e-01+0.000000000000000000e+00j), (9.587292446721794592e-01+0.000000000000000000e+00j)
 (4.777555110220440548e-01+0.000000000000000000e+00j), (9.576891283620062589e-01+0.000000000000000000e+00j)
 (4.835671342685370355e-01+0.000000000000000000e+00j), (9.566354376785780600e-01+0.000000000000000000e+00j)
 (4.893787575150300162e-01+0.000000000000000000e+00j), (9.555681427898976565e-01+0.000000000000000000e+00j)
 (4.951903807615229969e-01+0.000000000000000000e+00j), (9.544872135642445965e-01+0.000000000000000000e+00j)
 (5.010020040080159776e-01+0.000000000000000000e+00j), (9.533926195687064675e-01+0.000000000000000000e+00j)
 (5.068136272545090693e-01+0.000000000000000000e+00j), (9.522843300763419450e-01+0.000000000000000000e+00j)
 (5.126252505010020499e-01+0.000000000000000000e+00j), (9.511623140640175222e-01+0.000000000000000000e+00j)
 (5.184368737474950306e-01+0.000000000000000000e+00j), (9.500265402160945616e-01+0.000000000000000000e+00j)
 (5.242484969939880113e-01+0.000000000000000000e+00j), (9.488769769312973557e-01+0.000000000000000000e+00j)
 (5.300601202404809920e-01+0.000000000000000000e+00j), (9.477135923159084596e-01+0.000000000000000000e+00j)
 (5.358717434869739726e-01+0.000000000000000000e+00j), (9.465363541959008753e-01+0.000000000000000000e+00j)
 (5.416833667334669533e-01+0.000000000000000000e+00j), (9.453452301124612989e-01+0.000000000000000000e+00j)
 (5.474949899799599340e-01+0.000000000000000000e+00j), (9.441401873296909608e-01+0.000000000000000000e+00j)
 (5.533066132264529147e-01+0.000000000000000000e+00j), (9.429211928356507899e-01+0.000000000000000000e+00j)
 (5.591182364729458953e-01+0.000000000000000000e+00j), (9.416882133421766721e-01+0.000000000000000000e+00j)
 (5.649298597194388760e-01+0.000000000000000000e+00j), (9.404412152923369295e-01+0.000000000000000000e+00j)
 (5.707414829659318567e-01+0.000000000000000000e+00j), (9.391801648626479926e-01+0.000000000000000000e+00j)
 (5.765531062124248374e-01+0.000000000000000000e+00j), (9.379050279624691067e-01+0.000000000000000000e+00j)
 (5.823647294589178181e-01+0.000000000000000000e+00j), (9.366157702421360476e-01+0.000000000000000000e+00j)
 (5.881763527054107987e-01+0.000000000000000000e+00j), (9.353123570907717621e-01+0.000000000000000000e+00j)
 (5.939879759519037794e-01+0.000000000000000000e+00j), (9.339947536445831755e-01+0.000000000000000000e+00j)
 (5.997995991983967601e-01+0.000000000000000000e+00j), (9.326629247885867002e-01+0.000000000000000000e+00j)
 (6.056112224448897408e-01+0.000000000000000000e+00j), (9.313168351584515392e-01+0.000000000000000000e+00j)
 (6.114228456913827214e-01+0.000000000000000000e+00j), (9.299564491469124450e-01+0.000000000000000000e+00j)
 (6.172344689378757021e-01+0.000000000000000000e+00j), (9.285817309060080404e-01+0.000000000000000000e+00j)
 (6.230460921843686828e-01+0.000000000000000000e+00j), (9.271926443503725190e-01+0.000000000000000000e+00j)
 (6.288577154308616635e-01+0.000000000000000000e+00j), (9.257891531627800985e-01+0.000000000000000000e+00j)
 (6.346693386773546441e-01+0.000000000000000000e+00j), (9.243712207970963268e-01+0.000000000000000000e+00j)
 (6.404809619238476248e-01+0.000000000000000000e+00j), (9.229388104836157014e-01+0.000000000000000000e+00j)
 (6.462925851703406055e-01+0.000000000000000000e+00j), (9.214918852338360722e-01+0.000000000000000000e+00j)
 (6.521042084168335862e-01+0.000000000000000000e+00j), (9.200304078417136378e-01+0.000000000000000000e+00j)
 (6.579158316633265668e-01+0.000000000000000000e+00j), (9.185543408938603438e-01+0.000000000000000000e+00j)
 (6.637274549098196585e-01+0.000000000000000000e+00j), (9.170636467702272254e-01+0.000000000000000000e+00j)
 (6.695390781563126392e-01+0.000000000000000000e+00j), (9.155582876511583201e-01+0.000000000000000000e+00j)
 (6.753507014028056199e-01+0.000000000000000000e+00j), (9.140382255226817687e-01+0.000000000000000000e+00j)
 (6.811623246492986006e-01+0.000000000000000000e+00j), (9.125034221810881530e-01+0.000000000000000000e+00j)
 (6.869739478957915813e-01+0.000000000000000000e+00j), (9.109538392402687368e-01+0.000000000000000000e+00j)
 (6.927855711422845619e-01+0.000000000000000000e+00j), (9.093894381364472368e-01+0.000000000000000000e+00j)
 (6.985971943887775426e-01+0.000000000000000000e+00j), (9.078101801356175393e-01+0.000000000000000000e+00j)
 (7.044088176352705233e-01+0.000000000000000000e+00j), (9.062160263387566417e-01+0.000000000000000000e+00j)
 (7.102204408817635040e-01+0.000000000000000000e+00j), (9.046069376902738934e-01-9.352471148674124144e-21j)
 (7.160320641282564846e-01+0.000000000000000000e+00j), (9.029828749837207624e-01+0.000000000000000000e+00j)
 (7.218436873747494653e-01+0.000000000000000000e+00j), (9.013437988701500370e-01-9.450353181574217283e-21j)
 (7.276553106212424460e-01+0.000000000000000000e+00j), (8.996896698654442970e-01+9.500169079804286317e-21j)
 (7.334669338677354267e-01+0.000000000000000000e+00j), (8.980204483585975117e-01+0.000000000000000000e+00j)
 (7.392785571142284073e-01+0.000000000000000000e+00j), (8.963360946206003765e-01-9.601607091298362392e-21j)
 (7.450901803607213880e-01+0.000000000000000000e+00j), (8.946365688125181848e-01+9.653252686052021302e-21j)
 (7.509018036072143687e-01+0.000000000000000000e+00j), (8.929218309953543820e-01+0.000000000000000000e+00j)
 (7.567134268537073494e-01+0.000000000000000000e+00j), (8.911918411398028761e-01+0.000000000000000000e+00j)
 (7.625250501002003300e-01+0.000000000000000000e+00j), (8.894465591359344003e-01+0.000000000000000000e+00j)
 (7.683366733466933107e-01+0.000000000000000000e+00j), (8.876859448044917000e-01-9.866301255631175250e-21j)
 (7.741482965931862914e-01+0.000000000000000000e+00j), (8.859099579077869269e-01+0.000000000000000000e+00j)
 (7.799599198396792721e-01+0.000000000000000000e+00j), (8.841185581614183775e-01+0.000000000000000000e+00j)
 (7.857715430861723638e-01+0.000000000000000000e+00j), (8.823117052464907184e-01+0.000000000000000000e+00j)
 (7.915831663326653445e-01+0.000000000000000000e+00j), (8.804893588225767287e-01+0.000000000000000000e+00j)
 (7.973947895791583251e-01+0.000000000000000000e+00j), (8.786514785414527573e-01-1.014816885349943535e-20j)
 (8.032064128256513058e-01+0.000000000000000000e+00j), (8.767980240610250275e-01+1.020676164305775156e-20j)
 (8.090180360721442865e-01+0.000000000000000000e+00j), (8.749289550606128563e-01-1.026613073006315597e-20j)
 (8.148296593186372672e-01+0.000000000000000000e+00j), (8.730442312562051166e-01-1.032629269369397908e-20j)
 (8.206412825651302478e-01+0.000000000000000000e+00j), (8.711438124174680775e-01-1.038726460488959619e-20j)
 (8.264529058116232285e-01+0.000000000000000000e+00j), (8.692276583847473592e-01+1.044906404458955424e-20j)
 (8.322645290581163202e-01+0.000000000000000000e+00j), (8.672957290875595859e-01-1.051170912403660491e-20j)
 (8.380761523046091899e-01+0.000000000000000000e+00j), (8.653479845635712042e-01+0.000000000000000000e+00j)
 (8.438877755511021705e-01+0.000000000000000000e+00j), (8.633843849790643343e-01+0.000000000000000000e+00j)
 (8.496993987975951512e-01+0.000000000000000000e+00j), (8.614048906503064540e-01+0.000000000000000000e+00j)
 (8.555110220440880209e-01+0.000000000000000000e+00j), (8.594094620659065153e-01-1.077112781372477700e-20j)
 (8.613226452905811126e-01+0.000000000000000000e+00j), (8.573980599104843447e-01+0.000000000000000000e+00j)
 (8.671342685370740933e-01+0.000000000000000000e+00j), (8.553706450896102487e-01+0.000000000000000000e+00j)
 (8.729458917835670739e-01+0.000000000000000000e+00j), (8.533271787563528887e-01+0.000000000000000000e+00j)
 (8.787575150300599436e-01+0.000000000000000000e+00j), (8.512676223387819485e-01+1.104567854085129887e-20j)
 (8.845691382765530353e-01+0.000000000000000000e+00j), (8.491919375696620476e-01+0.000000000000000000e+00j)
 (8.903807615230460160e-01+0.000000000000000000e+00j), (8.471000865169588945e-01+0.000000000000000000e+00j)
 (8.961923847695389966e-01+0.000000000000000000e+00j), (8.449919743768973257e-01-3.591030615960467890e-25j)
 (9.020040080160318663e-01+0.000000000000000000e+00j), (8.428676767571131601e-01+0.000000000000000000e+00j)
 (9.078156312625250690e-01+0.000000000000000000e+00j), (8.407271013563338835e-01+3.808672464252986193e-25j)
 (9.136272545090181607e-01+0.000000000000000000e+00j), (8.385702119290032730e-01+0.000000000000000000e+00j)
 (9.194388777555110304e-01+0.000000000000000000e+00j), (8.363969727482422067e-01+0.000000000000000000e+00j)
 (9.252505010020040110e-01+0.000000000000000000e+00j), (8.342073486489429701e-01+0.000000000000000000e+00j)
 (9.310621242484969917e-01+0.000000000000000000e+00j), (8.320013050737812277e-01-4.289811818187632688e-25j)
 (9.368737474949898614e-01+0.000000000000000000e+00j), (8.297788081213917089e-01+0.000000000000000000e+00j)
 (9.426853707414829531e-01+0.000000000000000000e+00j), (8.275398245977173550e-01+0.000000000000000000e+00j)
 (9.484969939879759337e-01+0.000000000000000000e+00j), (8.252843220704491056e-01-4.695484331893081220e-25j)
 (9.543086172344689144e-01+0.000000000000000000e+00j), (8.230122689265071401e-01+4.840215695196086637e-25j)
 (9.601202404809617841e-01+0.000000000000000000e+00j), (8.207236344331645395e-01+4.990039144425430879e-25j)
 (9.659318637274548758e-01+0.000000000000000000e+00j), (8.184183888028854215e-01-5.145173654249161836e-25j)
 (9.717434869739478565e-01+0.000000000000000000e+00j), (8.160965032619814652e-01+0.000000000000000000e+00j)
 (9.775551102204408371e-01+0.000000000000000000e+00j), (8.137579501235561175e-01-5.472309614921869671e-25j)
 (9.833667334669337068e-01+0.000000000000000000e+00j), (8.114027028651158435e-01+0.000000000000000000e+00j)
 (9.891783567134269095e-01+0.000000000000000000e+00j), (8.090307362107423961e-01+5.823617678609900721e-25j)
 (9.949899799599197792e-01+0.000000000000000000e+00j), (8.066420262187323775e-01-6.009019068566866207e-25j)
 (1.000801603206412871e+00+0.000000000000000000e+00j), (8.042365503744608457e-01-6.201312975835850157e-25j)
 (1.006613226452905741e+00+0.000000000000000000e+00j), (8.018142876894323035e-01+0.000000000000000000e+00j)
 (1.012424849699398832e+00+0.000000000000000000e+00j), (7.993752188064504605e-01+0.000000000000000000e+00j)
 (1.018236472945891702e+00+0.000000000000000000e+00j), (7.969193261117804017e-01+0.000000000000000000e+00j)
 (1.024048096192384794e+00+0.000000000000000000e+00j), (7.944465938544769124e-01+0.000000000000000000e+00j)
 (1.029859719438877885e+00+0.000000000000000000e+00j), (7.919570082735759575e-01+0.000000000000000000e+00j)
 (1.035671342685370755e+00+0.000000000000000000e+00j), (7.894505577335909630e-01-7.518840663425925390e-25j)
 (1.041482965931863847e+00+0.000000000000000000e+00j), (7.869272328692292762e-01+0.000000000000000000e+00j)
 (1.047294589178356716e+00+0.000000000000000000e+00j), (7.843870267395451901e-01-8.029791883561575891e-25j)
 (1.053106212424849808e+00+0.000000000000000000e+00j), (7.818299349927367858e-01+0.000000000000000000e+00j)
 (1.058917835671342678e+00+0.000000000000000000e+00j), (7.792559560419295428e-01-8.582735617650188191e-25j)
 (1.064729458917835769e+00+0.000000000000000000e+00j), (7.766650912532765405e-01+0.000000000000000000e+00j)
 (1.070541082164328639e+00+0.000000000000000000e+00j), (7.740573451468202304e-01+0.000000000000000000e+00j)
 (1.076352705410821731e+00+0.000000000000000000e+00j), (7.714327256115173226e-01+0.000000000000000000e+00j)
 (1.082164328657314600e+00+0.000000000000000000e+00j), (7.687912441353732529e-01+0.000000000000000000e+00j)
 (1.087975951903807692e+00+0.000000000000000000e+00j), (7.661329160518003389e-01+0.000000000000000000e+00j)
 (1.093787575150300562e+00+0.000000000000000000e+00j), (7.634577608037568242e-01+0.000000000000000000e+00j)
 (1.099599198396793653e+00+0.000000000000000000e+00j), (7.607658022267489439e-01+0.000000000000000000e+00j)
 (1.105410821643286745e+00+0.000000000000000000e+00j), (7.580570688526970802e-01+0.000000000000000000e+00j)
 (1.111222444889779615e+00+0.000000000000000000e+00j), (7.553315942358836965e-01+0.000000000000000000e+00j)
 (1.117034068136272706e+00+0.000000000000000000e+00j), (7.525894173032451340e-01+0.000000000000000000e+00j)
 (1.122845691382765576e+00+0.000000000000000000e+00j), (7.498305827308578975e-01+0.000000000000000000e+00j)
 (1.128657314629258668e+00+0.000000000000000000e+00j), (7.470551413488516479e-01+0.000000000000000000e+00j)
 (1.134468937875751537e+00+0.000000000000000000e+00j), (7.442631505772742129e-01+0.000000000000000000e+00j)
 (1.140280561122244629e+00+0.000000000000000000e+00j), (7.414546748956027944e-01+0.000000000000000000e+00j)
 (1.146092184368737499e+00+0.000000000000000000e+00j), (7.386297863487549797e-01+0.000000000000000000e+00j)
 (1.151903807615230590e+00+0.000000000000000000e+00j), (7.357885650930087174e-01+0.000000000000000000e+00j)
 (1.157715430861723460e+00+0.000000000000000000e+00j), (7.329310999853555497e-01+0.000000000000000000e+00j)
 (1.163527054108216552e+00+0.000000000000000000e+00j), (7.300574892202064126e-01+0.000000000000000000e+00j)
 (1.169338677354709422e+00+0.000000000000000000e+00j), (7.271678410179126528e-01+0.000000000000000000e+00j)
 (1.175150300601202513e+00+0.000000000000000000e+00j), (7.242622743699145271e-01+1.774771474799107530e-24j)
 (1.180961923847695383e+00+0.000000000000000000e+00j), (7.213409198458297089e-01+0.000000000000000000e+00j)
 (1.186773547094188475e+00+0.000000000000000000e+00j), (7.184039204685337410e-01+0.000000000000000000e+00j)
 (1.192585170340681344e+00+0.000000000000000000e+00j), (7.154514326637170241e-01+0.000000000000000000e+00j)
 (1.198396793587174436e+00+0.000000000000000000e+00j), (7.124836272913126489e-01+0.000000000000000000e+00j)
 (1.204208416833667306e+00+0.000000000000000000e+00j), (7.095006907670362573e-01+0.000000000000000000e+00j)
 (1.210020040080160397e+00+0.000000000000000000e+00j), (7.065028262829743388e-01+0.000000000000000000e+00j)
 (1.215831663326653267e+00+0.000000000000000000e+00j), (7.034902551375955548e-01+0.000000000000000000e+00j)
 (1.221643286573146359e+00+0.000000000000000000e+00j), (7.004632181864288709e-01+2.477304990750373025e-24j)
 (1.227454909819639450e+00+0.000000000000000000e+00j), (6.974219774262577776e-01+0.000000000000000000e+00j)
 (1.233266533066132320e+00+0.000000000000000000e+00j), (6.943668177270637676e-01+0.000000000000000000e+00j)
 (1.239078156312625412e+00+0.000000000000000000e+00j), (6.912980487279463127e-01+0.000000000000000000e+00j)
 (1.244889779559118281e+00+0.000000000000000000e+00j), (6.882160069150102810e-01+0.000000000000000000e+00j)
 (1.250701402805611373e+00+0.000000000000000000e+00j), (6.851210579018651714e-01+0.000000000000000000e+00j)
 (1.256513026052104243e+00+0.000000000000000000e+00j), (6.820135989357374307e-01-3.257446696124567310e-24j)
 (1.262324649298597334e+00+0.000000000000000000e+00j), (6.788940616556025098e-01+0.000000000000000000e+00j)
 (1.268136272545090204e+00+0.000000000000000000e+00j), (6.757629151320191374e-01+0.000000000000000000e+00j)
 (1.273947895791583296e+00+0.000000000000000000e+00j), (6.726206692227386652e-01+0.000000000000000000e+00j)
 (1.279759519038076165e+00+0.000000000000000000e+00j), (6.694678782827516716e-01+3.965854395187201376e-24j)
 (1.285571142284569257e+00+0.000000000000000000e+00j), (6.663051452731298951e-01+0.000000000000000000e+00j)
 (1.291382765531062127e+00+0.000000000000000000e+00j), (6.631331263195170411e-01+0.000000000000000000e+00j)
 (1.297194388777555218e+00+0.000000000000000000e+00j), (6.599525357787136004e-01+0.000000000000000000e+00j)
 (1.303006012024048088e+00+0.000000000000000000e+00j), (6.567641518808550183e-01+0.000000000000000000e+00j)
 (1.308817635270541180e+00+0.000000000000000000e+00j), (6.535688230251502917e-01+0.000000000000000000e+00j)
 (1.314629258517034049e+00+0.000000000000000000e+00j), (6.503674748198307043e-01+0.000000000000000000e+00j)
 (1.320440881763527141e+00+0.000000000000000000e+00j), (6.471611179717233764e-01+0.000000000000000000e+00j)
 (1.326252505010020011e+00+0.000000000000000000e+00j), (6.439508571487193578e-01+0.000000000000000000e+00j)
 (1.332064128256513102e+00+0.000000000000000000e+00j), (6.407379009597663488e-01+0.000000000000000000e+00j)
 (1.337875751503005972e+00+0.000000000000000000e+00j), (6.375235732226147700e-01+0.000000000000000000e+00j)
 (1.343687374749499064e+00+0.000000000000000000e+00j), (6.343093257207996771e-01+0.000000000000000000e+00j)
 (1.349498997995992156e+00+0.000000000000000000e+00j), (6.310967526891302359e-01+0.000000000000000000e+00j)
 (1.355310621242485025e+00+0.000000000000000000e+00j), (6.278876073134352920e-01+0.000000000000000000e+00j)
 (1.361122244488978117e+00+0.000000000000000000e+00j), (6.246838205874817307e-01+0.000000000000000000e+00j)
 (1.366933867735470987e+00+0.000000000000000000e+00j), (6.214875229409483337e-01+0.000000000000000000e+00j)
 (1.372745490981964078e+00+0.000000000000000000e+00j), (6.183010691410142368e-01+0.000000000000000000e+00j)
 (1.378557114228456948e+00+0.000000000000000000e+00j), (6.151270670818184128e-01+1.119213460778789446e-23j)
 (1.384368737474950040e+00+0.000000000000000000e+00j), (6.119684112179997193e-01+0.000000000000000000e+00j)
 (1.390180360721442909e+00+0.000000000000000000e+00j), (6.088283215804495274e-01+0.000000000000000000e+00j)
 (1.395991983967936001e+00+0.000000000000000000e+00j), (6.057103895483272327e-01+0.000000000000000000e+00j)
 (1.401803607214428871e+00+0.000000000000000000e+00j), (6.026186318603417025e-01+0.000000000000000000e+00j)
 (1.407615230460921962e+00+0.000000000000000000e+00j), (5.995575547584466314e-01+0.000000000000000000e+00j)
 (1.413426853707414832e+00+0.000000000000000000e+00j), (5.965322307088520848e-01+1.852110050358694802e-23j)
 (1.419238476953907924e+00+0.000000000000000000e+00j), (5.935483908993542945e-01+0.000000000000000000e+00j)
 (1.425050100200400793e+00+0.000000000000000000e+00j), (5.906125377606011861e-01+0.000000000000000000e+00j)
 (1.430861723446893885e+00+0.000000000000000000e+00j), (5.877320832459944633e-01+0.000000000000000000e+00j)
 (1.436673346693386755e+00+0.000000000000000000e+00j), (5.849155207614269436e-01+0.000000000000000000e+00j)
 (1.442484969939879846e+00+0.000000000000000000e+00j), (5.821726418437156436e-01+0.000000000000000000e+00j)
 (1.448296593186372716e+00+0.000000000000000000e+00j), (5.795148135999970140e-01+0.000000000000000000e+00j)
 (1.454108216432865808e+00+0.000000000000000000e+00j), (5.769553407067502526e-01-4.142921154121388583e-23j)
 (1.459919839679358677e+00+0.000000000000000000e+00j), (5.745099486096275632e-01+0.000000000000000000e+00j)
 (1.465731462925851769e+00+0.000000000000000000e+00j), (5.721974467765990058e-01+0.000000000000000000e+00j)
 (1.471543086172344861e+00+0.000000000000000000e+00j), (5.700406715383654621e-01+0.000000000000000000e+00j)
 (1.477354709418837730e+00+0.000000000000000000e+00j), (5.680678880142979725e-01+0.000000000000000000e+00j)
 (1.483166332665330822e+00+0.000000000000000000e+00j), (5.663150025120746722e-01+0.000000000000000000e+00j)
 (1.488977955911823692e+00+0.000000000000000000e+00j), (5.648293524416271305e-01+0.000000000000000000e+00j)
 (1.494789579158316783e+00+0.000000000000000000e+00j), (5.636770250899795220e-01-2.244326264351928535e-22j)
 (1.500601202404809653e+00+0.000000000000000000e+00j), (5.629599983648706507e-01+0.000000000000000000e+00j)
 (1.506412825651302745e+00+0.000000000000000000e+00j), (5.628751600710619751e-01+0.000000000000000000e+00j)
