# q/kF, int w**0 * S(q; w) dw
1.000000000000000021e-02,4.678869039976754060e-07
2.000000000000000042e-02,6.992568801533303363e-06
2.999999999999999889e-02,3.315156360300121861e-05
4.000000000000000083e-02,1.049807670695970102e-04
5.000000000000000278e-02,3.010739570327588231e-04
6.000000000000000472e-02,9.830797410880416122e-04
6.999999999999999278e-02,4.222393729487699914e-03
8.000000000000000167e-02,6.726093215171407430e-03
8.999999999999999667e-02,3.776660255266212074e-03
9.999999999999999167e-02,3.469751529188090568e-03
1.100000000000000006e-01,5.311468881145705624e-03
1.199999999999999956e-01,9.226538385197703002e-03
1.300000000000000044e-01,9.359866290313923615e-03
1.400000000000000133e-01,9.375344496853418516e-03
1.500000000000000222e-01,1.214437556751146209e-02
1.600000000000000033e-01,1.387460949819924877e-02
1.700000000000000122e-01,1.489525129955114081e-02
1.800000000000000211e-01,1.731204738013423367e-02
1.900000000000000300e-01,1.898817934586768952e-02
2.000000000000000111e-01,2.108872191955193237e-02
2.100000000000000200e-01,2.324783775037738559e-02
2.200000000000000011e-01,2.546575233709702166e-02
2.300000000000000100e-01,2.782573547355871729e-02
2.400000000000000189e-01,3.026499531581840208e-02
2.500000000000000000e-01,3.280617049323780038e-02
2.600000000000000089e-01,3.545273755732811227e-02
2.700000000000000178e-01,3.818935170222263059e-02
2.800000000000000266e-01,4.102884667573185318e-02
2.900000000000000355e-01,4.396359660525501339e-02
2.999999999999999889e-01,4.699448441395228521e-02
3.099999999999999978e-01,5.012149673169737085e-02
3.200000000000000067e-01,5.334346671430165859e-02
3.300000000000000155e-01,5.665973911427072546e-02
3.400000000000000244e-01,6.006965455197131598e-02
3.500000000000000333e-01,6.357249910242762647e-02
3.600000000000000422e-01,6.716753183057645737e-02
3.699999999999999400e-01,7.085398232094594628e-02
3.800000000000000600e-01,7.463108757431961837e-02
3.900000000000000133e-01,7.849804633339622917e-02
4.000000000000000222e-01,8.245407617932398736e-02
4.100000000000000311e-01,8.649832852306219011e-02
4.200000000000000400e-01,9.062996084733843105e-02
4.299999999999999933e-01,9.484810055229050962e-02
4.400000000000000022e-01,9.915195339930905905e-02
4.500000000000000111e-01,1.035405359519961377e-01
4.600000000000000200e-01,1.080129976465366709e-01
4.700000000000000289e-01,1.125683334634310501e-01
4.800000000000000377e-01,1.172057383727323904e-01
4.899999999999999911e-01,1.219241928447526296e-01
5.000000000000000000e-01,1.267227061808897659e-01
5.100000000000000089e-01,1.316002770059727933e-01
5.200000000000000178e-01,1.365559868855011350e-01
5.300000000000000266e-01,1.415888565538117594e-01
5.400000000000000355e-01,1.466976494433307465e-01
5.500000000000000444e-01,1.518815466852205809e-01
5.600000000000000533e-01,1.571392906264767741e-01
5.700000000000000622e-01,1.624701045484404083e-01
5.800000000000000711e-01,1.678725128086675233e-01
5.899999999999999689e-01,1.733454948192937883e-01
5.999999999999999778e-01,1.788883483273954744e-01
6.099999999999999867e-01,1.844996186053495524e-01
6.199999999999999956e-01,1.901781092779380733e-01
6.300000000000000044e-01,1.959226350982057607e-01
6.400000000000000133e-01,2.017324733086020838e-01
6.500000000000000222e-01,2.076063140454370293e-01
6.600000000000000311e-01,2.135424486611283423e-01
6.700000000000000400e-01,2.195391650710928899e-01
6.800000000000000488e-01,2.255978601047072818e-01
6.900000000000000577e-01,2.317138147123107561e-01
7.000000000000000666e-01,2.378890849189798928e-01
7.100000000000000755e-01,2.441182660055291886e-01
7.199999999999999734e-01,2.504059357520971307e-01
7.299999999999999822e-01,2.567462434379373937e-01
7.399999999999998801e-01,2.631375832297273010e-01
7.500000000000000000e-01,2.695802792211968724e-01
7.600000000000001199e-01,2.760753543348621331e-01
7.700000000000000178e-01,2.826187414176735135e-01
7.800000000000000266e-01,2.892090678612542209e-01
7.900000000000000355e-01,2.958447349813219107e-01
8.000000000000000444e-01,3.025236428208751827e-01
8.100000000000000533e-01,3.092432113644865699e-01
8.200000000000000622e-01,3.160093500042492343e-01
8.300000000000000711e-01,3.228287964324444981e-01
8.400000000000000799e-01,3.296729729943416176e-01
8.499999999999999778e-01,3.365307067494376358e-01
8.599999999999999867e-01,3.434955911478448365e-01
8.699999999999999956e-01,3.504081225154777046e-01
8.800000000000000044e-01,3.574374755010792937e-01
8.900000000000000133e-01,3.643851222034260595e-01
9.000000000000000222e-01,3.715493205216174322e-01
9.100000000000000311e-01,3.785404294812325099e-01
9.200000000000000400e-01,3.856402904399509057e-01
9.300000000000000488e-01,3.928207769026834106e-01
9.400000000000000577e-01,3.999529832693204390e-01
9.500000000000000666e-01,4.071182670049711683e-01
9.600000000000000755e-01,4.143435395874405791e-01
9.699999999999999734e-01,4.215690359760967953e-01
9.799999999999999822e-01,4.288058700517007882e-01
9.899999999999998801e-01,4.360593963842093190e-01
1.000000000000000000e+00,4.433297197155651181e-01
1.010000000000000009e+00,4.506154812768841111e-01
1.020000000000000018e+00,4.579148687859678768e-01
1.030000000000000027e+00,4.652260222899337605e-01
1.040000000000000036e+00,4.725470992865301034e-01
1.050000000000000044e+00,4.798761761406509230e-01
1.060000000000000053e+00,4.872109281097837252e-01
1.070000000000000062e+00,4.945489586331167642e-01
1.080000000000000071e+00,5.018873756953527998e-01
1.090000000000000080e+00,5.092259346191572167e-01
1.100000000000000089e+00,5.165723167492600743e-01
1.110000000000000098e+00,5.239139230950183856e-01
1.120000000000000107e+00,5.312459578641119951e-01
1.130000000000000115e+00,5.385811722415425606e-01
1.140000000000000124e+00,5.459070380148690615e-01
1.150000000000000133e+00,5.532213332684657869e-01
1.160000000000000142e+00,5.605315566992543630e-01
1.169999999999999929e+00,5.678237207646542606e-01
1.179999999999999938e+00,5.751095091365228118e-01
1.189999999999999947e+00,5.823753005241641967e-01
1.199999999999999956e+00,5.896277690134561489e-01
1.209999999999999964e+00,5.968620178891225203e-01
1.219999999999999973e+00,6.040729162990169376e-01
1.229999999999999982e+00,6.112681769426040468e-01
1.239999999999999991e+00,6.184386338635674552e-01
1.249999999999999778e+00,6.255825343331519184e-01
1.260000000000000009e+00,6.326996584096589160e-01
1.270000000000000018e+00,6.397937598412255511e-01
1.280000000000000027e+00,6.468569084480237930e-01
1.290000000000000036e+00,6.538882343957599375e-01
1.300000000000000044e+00,6.608866734338977311e-01
1.310000000000000053e+00,6.678507497583118235e-01
1.320000000000000062e+00,6.747791449465446734e-01
1.330000000000000071e+00,6.816701603507920870e-01
1.340000000000000080e+00,6.885223030651573817e-01
1.350000000000000089e+00,6.953338980140110204e-01
1.360000000000000098e+00,7.021032164469150905e-01
1.370000000000000107e+00,7.088284818567957002e-01
1.380000000000000115e+00,7.155078597170503318e-01
1.390000000000000124e+00,7.221393582087263230e-01
1.400000000000000133e+00,7.287225591816176573e-01
1.410000000000000142e+00,7.352580706237168418e-01
1.419999999999999929e+00,7.417406879315280310e-01
1.429999999999999938e+00,7.481681404325163376e-01
1.439999999999999947e+00,7.545414137311624581e-01
1.449999999999999956e+00,7.608602296956474831e-01
1.459999999999999964e+00,7.671181362570681506e-01
1.469999999999999973e+00,7.733183235631649888e-01
1.479999999999999760e+00,7.794574752669405360e-01
1.489999999999999991e+00,7.855320968027378337e-01
1.500000000000000000e+00,7.915455203726966538e-01
1.510000000000000009e+00,7.974902670427772566e-01
1.520000000000000240e+00,8.033709125537515927e-01
1.530000000000000027e+00,8.091808417351946670e-01
1.540000000000000036e+00,8.149212729199161176e-01
1.550000000000000044e+00,8.205913759618997938e-01
1.560000000000000053e+00,8.261857909810111922e-01
1.570000000000000062e+00,8.317087475186253354e-01
1.580000000000000071e+00,8.371554635168002578e-01
1.590000000000000080e+00,8.425233426561381522e-01
1.600000000000000089e+00,8.478122125024107891e-01
1.610000000000000098e+00,8.530242883293903677e-01
1.620000000000000107e+00,8.581539205581676377e-01
1.630000000000000115e+00,8.632001426062307914e-01
1.640000000000000124e+00,8.681620045385914919e-01
1.650000000000000133e+00,8.730384145646912231e-01
1.660000000000000142e+00,8.778282027883815841e-01
1.670000000000000151e+00,8.825302656829209225e-01
1.679999999999999938e+00,8.871433489259215044e-01
1.689999999999999947e+00,8.916662016929558510e-01
1.699999999999999956e+00,8.960976314862326708e-01
1.709999999999999964e+00,9.004363345189245749e-01
1.719999999999999973e+00,9.046810822293354093e-01
1.729999999999999982e+00,9.088305517934557320e-01
1.739999999999999991e+00,9.128833583365705273e-01
1.750000000000000222e+00,9.168381411246481205e-01
1.760000000000000009e+00,9.206934098272538947e-01
1.770000000000000018e+00,9.244482420830179015e-01
1.780000000000000027e+00,9.281053793720648315e-01
1.790000000000000036e+00,9.316594377599918264e-01
1.800000000000000044e+00,9.351087117513550151e-01
1.810000000000000053e+00,9.384548111576299645e-01
1.820000000000000062e+00,9.416974840946017444e-01
1.830000000000000071e+00,9.448312722405541875e-01
1.840000000000000080e+00,9.478604308836102721e-01
1.850000000000000089e+00,9.507810223493868840e-01
1.860000000000000098e+00,9.535915646779603572e-01
1.870000000000000107e+00,9.562946265508205368e-01
1.880000000000000115e+00,9.588844730645575964e-01
1.890000000000000124e+00,9.613655837809318427e-01
1.900000000000000133e+00,9.637324664607419544e-01
1.910000000000000142e+00,9.659870340419488555e-01
1.920000000000000151e+00,9.681285898092011344e-01
1.929999999999999938e+00,9.701525207979040388e-01
1.939999999999999947e+00,9.720655540305013220e-01
