# q/kF, int w**1 * S(q; w) dw
1.000000000000000021e-02,1.012756204078830887e-07
2.000000000000000042e-02,1.513720848161264946e-06
2.999999999999999889e-02,7.177927256376145420e-06
4.000000000000000083e-02,2.273708459750611689e-05
5.000000000000000278e-02,6.523177806200849797e-05
6.000000000000000472e-02,2.130717279452652442e-04
6.999999999999999278e-02,9.153413493874399494e-04
8.000000000000000167e-02,1.458167819230538021e-03
8.999999999999999667e-02,8.188638103842980475e-04
9.999999999999999167e-02,7.527074872450163897e-04
1.100000000000000006e-01,1.153088306439806502e-03
1.199999999999999956e-01,2.003956995150756384e-03
1.300000000000000044e-01,2.033476886034292583e-03
1.400000000000000133e-01,2.038084749700288731e-03
1.500000000000000222e-01,2.641944931826095688e-03
1.600000000000000033e-01,3.019906193142398061e-03
1.700000000000000122e-01,3.244247952659032840e-03
1.800000000000000211e-01,3.773425481826569918e-03
1.900000000000000300e-01,4.141635774250721110e-03
2.000000000000000111e-01,4.603475992056031176e-03
2.100000000000000200e-01,5.078818689511555191e-03
2.200000000000000011e-01,5.568086978849886431e-03
2.300000000000000100e-01,6.089421218418328806e-03
2.400000000000000189e-01,6.629304161695654188e-03
2.500000000000000000e-01,7.192738219051952528e-03
2.600000000000000089e-01,7.780654676969676192e-03
2.700000000000000178e-01,8.389784532336004227e-03
2.800000000000000266e-01,9.023088122282127421e-03
2.900000000000000355e-01,9.679020596905523258e-03
2.999999999999999889e-01,1.035791341856943416e-02
3.099999999999999978e-01,1.105990706845021501e-02
3.200000000000000067e-01,1.178489171771520370e-02
3.300000000000000155e-01,1.253287026589972562e-02
3.400000000000000244e-01,1.330385477603314610e-02
3.500000000000000333e-01,1.409784520522402301e-02
3.600000000000000422e-01,1.491483954888117927e-02
3.699999999999999400e-01,1.575483547878394480e-02
3.800000000000000600e-01,1.661783325324004204e-02
3.900000000000000133e-01,1.750383086060761789e-02
4.000000000000000222e-01,1.841283043455129234e-02
4.100000000000000311e-01,1.934482833878065078e-02
4.200000000000000400e-01,2.029982367356884462e-02
4.299999999999999933e-01,2.127781379214237212e-02
4.400000000000000022e-01,2.227880731432128197e-02
4.500000000000000111e-01,2.330279241803044632e-02
4.600000000000000200e-01,2.434977508270267516e-02
4.700000000000000289e-01,2.541974386173284292e-02
4.800000000000000377e-01,2.651271541497934522e-02
4.899999999999999911e-01,2.762868033728128891e-02
5.000000000000000000e-01,2.876763494132439716e-02
